date,open,high,low,close,to symbol,from symbol
2023-07-16,0.9086,0.91086,0.8888,0.89065,EUR,USD
2023-07-09,0.91633,0.92299,0.90969,0.9116,EUR,USD
2023-07-02,0.91655,0.92281,0.91107,0.9168,EUR,USD
2023-06-25,0.91539,0.92208,0.90817,0.91687,EUR,USD
2023-06-18,0.92911,0.92932,0.91149,0.9139,EUR,USD
2023-06-11,0.93355,0.93744,0.92681,0.93015,EUR,USD
2023-06-04,0.93391,0.93882,0.9277,0.9347,EUR,USD
2023-05-28,0.92498,0.9344,0.9241,0.93257,EUR,USD
2023-05-21,0.91965,0.92928,0.91713,0.92398,EUR,USD
2023-05-14,0.90941,0.92178,0.9087,0.92143,EUR,USD
2023-05-07,0.91164,0.91378,0.9016,0.90755,EUR,USD
2023-04-30,0.9042,0.91194,0.90138,0.90819,EUR,USD
2023-04-23,0.9153,0.91589,0.90627,0.90973,EUR,USD
2023-04-16,0.92002,0.92013,0.9029,0.9102,EUR,USD
2023-04-09,0.9164,0.92315,0.91144,0.91629,EUR,USD
2023-04-02,0.92532,0.92684,0.91526,0.92564,EUR,USD
2023-03-26,0.93291,0.93415,0.915,0.9278,EUR,USD
2023-03-19,0.9324,0.95054,0.92936,0.93643,EUR,USD
2023-03-12,0.9356,0.94997,0.93134,0.93601,EUR,USD
2023-03-05,0.9424,0.94646,0.93512,0.94107,EUR,USD
2023-02-26,0.9361,0.94935,0.93496,0.94744,EUR,USD
2023-02-19,0.93193,0.94217,0.92606,0.93594,EUR,USD
2023-02-12,0.9319,0.93833,0.92675,0.93653,EUR,USD
2023-02-05,0.9216,0.93298,0.9069,0.92671,EUR,USD
2023-01-29,0.9196,0.92261,0.9147,0.91984,EUR,USD
2023-01-22,0.92335,0.92876,0.91579,0.92038,EUR,USD
2023-01-15,0.93169,0.93343,0.9195,0.92382,EUR,USD
2023-01-08,0.93653,0.95372,0.92941,0.93841,EUR,USD
2023-01-01,0.93983,0.9423,0.9335,0.93373,EUR,USD
2022-12-25,0.9421,0.94512,0.93831,0.9374,EUR,USD
2022-12-18,0.94861,0.94973,0.93235,0.94473,EUR,USD
2022-12-11,0.95266,0.95751,0.94443,0.95037,EUR,USD
2022-12-04,0.9666,0.9716,0.94392,0.94839,EUR,USD
2022-11-27,0.97602,0.97624,0.95268,0.96455,EUR,USD
2022-11-20,0.96906,0.9778,0.95461,0.96797,EUR,USD
2022-11-13,0.99814,1.00626,0.96616,0.96819,EUR,USD
2022-11-06,1.0115,1.02762,0.9995,1.00717,EUR,USD
2022-10-30,1.01148,1.015,0.9906,1.00452,EUR,USD
2022-10-23,1.0156,1.03015,1.01116,1.01419,EUR,USD
2022-10-16,1.02986,1.03778,1.01553,1.02676,EUR,USD
2022-10-09,1.01708,1.03279,1.00058,1.02722,EUR,USD
2022-10-02,1.0391,1.0482,1.01523,1.02117,EUR,USD
2022-09-25,0.99705,1.04359,0.995,1.032,EUR,USD
2022-09-18,0.98721,1.00545,0.9816,0.99777,EUR,USD
2022-09-11,1.0048,1.01367,0.9807,0.99291,EUR,USD
2022-09-04,0.9986,1.01206,0.99232,1.00914,EUR,USD
2022-08-28,1.00609,1.00978,0.99125,1.00617,EUR,USD
2022-08-21,0.98406,1.00728,0.9806,0.99649,EUR,USD
2022-08-14,0.98062,0.9821,0.9644,0.975,EUR,USD
2022-08-07,0.97453,0.98783,0.97152,0.9832,EUR,USD
2022-07-31,0.978,0.98937,0.973,0.9796,EUR,USD
2022-07-24,0.98569,0.98759,0.9732,0.98037,EUR,USD
2022-07-17,0.99527,1.00466,0.9805,0.99046,EUR,USD
2022-07-10,0.95848,0.9946,0.95707,0.98366,EUR,USD
2022-07-03,0.9451,0.96433,0.94295,0.95841,EUR,USD
2022-06-26,0.9505,0.95494,0.94213,0.94642,EUR,USD
2022-06-19,0.96014,0.96315,0.94771,0.95316,EUR,USD
2022-06-12,0.93533,0.95978,0.9285,0.95329,EUR,USD
2022-06-05,0.9282,0.94058,0.92808,0.93231,EUR,USD
2022-05-29,0.93615,0.93949,0.9272,0.93184,EUR,USD
2022-05-22,0.95795,0.95855,0.93543,0.94609,EUR,USD
2022-05-15,0.94645,0.966,0.94466,0.96148,EUR,USD
2022-05-08,0.95156,0.95371,0.93985,0.94947,EUR,USD
2022-05-01,0.93334,0.95485,0.9312,0.94913,EUR,USD
2022-04-24,0.92749,0.93455,0.91452,0.92498,EUR,USD
2022-04-17,0.91929,0.92949,0.91553,0.92462,EUR,USD
2022-04-10,0.91109,0.92277,0.9098,0.9187,EUR,USD
2022-04-03,0.9096,0.91154,0.89421,0.9052,EUR,USD
2022-03-27,0.90774,0.91363,0.90533,0.91059,EUR,USD
2022-03-20,0.91363,0.91412,0.89945,0.90554,EUR,USD
2022-03-13,0.92,0.92156,0.89959,0.91474,EUR,USD
2022-03-06,0.89169,0.92519,0.8903,0.91958,EUR,USD
2022-02-27,0.8842,0.90005,0.87999,0.89437,EUR,USD
2022-02-20,0.88448,0.8845,0.87772,0.88361,EUR,USD
2022-02-13,0.87406,0.88552,0.87,0.87989,EUR,USD
2022-02-06,0.89054,0.8911,0.8708,0.87297,EUR,USD
2022-01-30,0.88309,0.89901,0.883,0.89667,EUR,USD
2022-01-23,0.8762,0.88563,0.8754,0.88172,EUR,USD
2022-01-16,0.8824,0.88374,0.8708,0.87637,EUR,USD
2022-01-09,0.8848,0.88704,0.8803,0.88075,EUR,USD
2022-01-02,0.88263,0.88689,0.8788,0.87924,EUR,USD
2021-12-26,0.88678,0.88796,0.8814,0.88306,EUR,USD
2021-12-19,0.88626,0.88989,0.88,0.8894,EUR,USD
2021-12-12,0.88617,0.89037,0.8814,0.88403,EUR,USD
2021-12-05,0.88546,0.8892,0.8786,0.88458,EUR,USD
2021-11-28,0.8894,0.89383,0.88324,0.88549,EUR,USD
2021-11-21,0.87971,0.88982,0.87819,0.88686,EUR,USD
2021-11-14,0.86291,0.87589,0.8614,0.874,EUR,USD
2021-11-07,0.86194,0.8685,0.8608,0.86439,EUR,USD
2021-10-31,0.8612,0.86605,0.8552,0.8653,EUR,USD
2021-10-24,0.86099,0.86257,0.8569,0.8591,EUR,USD
2021-10-17,0.86558,0.86726,0.86021,0.86229,EUR,USD
2021-10-10,0.86084,0.86729,0.8604,0.8646,EUR,USD
2021-10-03,0.85499,0.86476,0.85426,0.86153,EUR,USD
2021-09-26,0.85283,0.85586,0.85099,0.85302,EUR,USD
2021-09-19,0.84669,0.85466,0.8441,0.85252,EUR,USD
2021-09-12,0.84218,0.84957,0.8412,0.8466,EUR,USD
2021-09-05,0.8475,0.84781,0.8398,0.84133,EUR,USD
2021-08-29,0.8513,0.85265,0.8466,0.84753,EUR,USD
2021-08-22,0.8489,0.85727,0.8486,0.85488,EUR,USD
2021-08-15,0.85186,0.85423,0.8472,0.84784,EUR,USD
2021-08-08,0.84211,0.85166,0.8402,0.8511,EUR,USD
2021-08-01,0.847,0.84949,0.83956,0.84267,EUR,USD
2021-07-25,0.848,0.8508,0.84532,0.84937,EUR,USD
2021-07-18,0.84282,0.85003,0.8419,0.84645,EUR,USD
2021-07-11,0.84306,0.84872,0.8406,0.84225,EUR,USD
2021-07-04,0.8382,0.84607,0.8382,0.84344,EUR,USD
2021-06-27,0.83952,0.84158,0.83511,0.83737,EUR,USD
2021-06-20,0.8248,0.84397,0.8231,0.8422,EUR,USD
2021-06-13,0.82037,0.82679,0.8184,0.82575,EUR,USD
2021-06-06,0.81739,0.82607,0.81605,0.8218,EUR,USD
2021-05-30,0.8187,0.82417,0.8152,0.82034,EUR,USD
2021-05-23,0.82269,0.82277,0.81646,0.8208,EUR,USD
2021-05-16,0.82358,0.82966,0.82104,0.82302,EUR,USD
2021-05-09,0.8292,0.83422,0.8212,0.82162,EUR,USD
2021-05-02,0.82787,0.8323,0.8229,0.83141,EUR,USD
2021-04-25,0.8303,0.83333,0.8252,0.82714,EUR,USD
2021-04-18,0.83948,0.84145,0.83,0.83546,EUR,USD
2021-04-11,0.84609,0.84771,0.8387,0.8403,EUR,USD
2021-04-04,0.84968,0.85437,0.8463,0.84975,EUR,USD
2021-03-28,0.83799,0.85021,0.8373,0.84832,EUR,USD
2021-03-21,0.83841,0.84211,0.83396,0.84153,EUR,USD
2021-03-14,0.84374,0.84487,0.834,0.83682,EUR,USD
2021-03-07,0.82994,0.844,0.82573,0.83853,EUR,USD
2021-02-28,0.8219,0.83126,0.81689,0.82716,EUR,USD
2021-02-21,0.82424,0.83156,0.82163,0.82465,EUR,USD
2021-02-14,0.8297,0.82986,0.82298,0.82494,EUR,USD
2021-02-07,0.82866,0.83657,0.82727,0.82996,EUR,USD
2021-01-31,0.8235,0.82905,0.82135,0.82482,EUR,USD
2021-01-24,0.82792,0.82797,0.82048,0.82173,EUR,USD
2021-01-17,0.82226,0.8295,0.818,0.82863,EUR,USD
2021-01-10,0.81613,0.82408,0.8097,0.8206,EUR,USD
2021-01-03,0.81833,0.82406,0.81235,0.81628,EUR,USD
2020-12-27,0.8171,0.82252,0.81573,0.81933,EUR,USD
2020-12-20,0.82313,0.82461,0.8151,0.81859,EUR,USD
2020-12-13,0.8258,0.82823,0.82142,0.82417,EUR,USD
2020-12-06,0.83768,0.8378,0.82117,0.82499,EUR,USD
2020-11-29,0.84447,0.84467,0.83319,0.83532,EUR,USD
2020-11-22,0.84319,0.84723,0.83992,0.84271,EUR,USD
2020-11-15,0.84579,0.85126,0.84255,0.84422,EUR,USD
2020-11-08,0.8589,0.8615,0.83898,0.84083,EUR,USD
2020-11-01,0.84678,0.86026,0.84474,0.85895,EUR,USD
2020-10-25,0.84976,0.85015,0.8416,0.84399,EUR,USD
2020-10-18,0.84644,0.85542,0.84644,0.85357,EUR,USD
2020-10-11,0.8483,0.85285,0.8455,0.84625,EUR,USD
2020-10-04,0.85633,0.85715,0.8477,0.85321,EUR,USD
2020-09-27,0.85021,0.86107,0.8494,0.85945,EUR,USD
2020-09-20,0.84268,0.85232,0.84027,0.8442,EUR,USD
2020-09-13,0.84608,0.8508,0.8393,0.8444,EUR,USD
2020-09-06,0.83758,0.84877,0.83255,0.84499,EUR,USD
2020-08-30,0.8478,0.84989,0.83587,0.83905,EUR,USD
2020-08-23,0.8418,0.85071,0.83576,0.8476,EUR,USD
2020-08-16,0.85196,0.85375,0.8417,0.8437,EUR,USD
2020-08-09,0.8503,0.85294,0.8395,0.8487,EUR,USD
2020-08-02,0.84987,0.85463,0.83977,0.84873,EUR,USD
2020-07-26,0.87278,0.87518,0.84893,0.85818,EUR,USD
2020-07-19,0.88138,0.8829,0.872,0.8739,EUR,USD
2020-07-12,0.88415,0.88832,0.8793,0.88417,EUR,USD
2020-07-05,0.88912,0.89372,0.8813,0.88911,EUR,USD
2020-06-28,0.88675,0.89354,0.88114,0.8908,EUR,USD
2020-06-21,0.88199,0.89494,0.88107,0.89465,EUR,USD
2020-06-14,0.88473,0.89057,0.87718,0.88873,EUR,USD
2020-06-07,0.89883,0.89963,0.87843,0.88343,EUR,USD
2020-05-31,0.91734,0.91757,0.8967,0.8994,EUR,USD
2020-05-24,0.9161,0.91979,0.90837,0.91678,EUR,USD
2020-05-17,0.92514,0.92794,0.91636,0.9241,EUR,USD
2020-05-10,0.91705,0.92872,0.91564,0.92255,EUR,USD
2020-05-03,0.9236,0.92496,0.90775,0.91244,EUR,USD
2020-04-26,0.92051,0.93217,0.91885,0.9239,EUR,USD
2020-04-19,0.91579,0.92484,0.91,0.92022,EUR,USD
2020-04-12,0.92576,0.92666,0.9117,0.91469,EUR,USD
2020-04-05,0.90675,0.92857,0.9055,0.92533,EUR,USD
2020-03-29,0.92896,0.92994,0.89784,0.89774,EUR,USD
2020-03-22,0.89579,0.93857,0.89373,0.93507,EUR,USD
2020-03-15,0.87739,0.90372,0.87543,0.89643,EUR,USD
2020-03-08,0.89732,0.90115,0.86988,0.87827,EUR,USD
2020-03-01,0.92174,0.92321,0.89573,0.90487,EUR,USD
2020-02-23,0.92276,0.92768,0.9205,0.92259,EUR,USD
2020-02-16,0.9164,0.92334,0.91516,0.92236,EUR,USD
2020-02-09,0.90392,0.91662,0.9037,0.9133,EUR,USD
2020-02-02,0.90747,0.90965,0.9017,0.90173,EUR,USD
2020-01-26,0.90119,0.90826,0.8993,0.907,EUR,USD
2020-01-19,0.89811,0.90273,0.8951,0.90134,EUR,USD
2020-01-12,0.89319,0.90202,0.8929,0.89955,EUR,USD
2020-01-05,0.8925,0.89882,0.8896,0.8959,EUR,USD
2019-12-29,0.90147,0.90329,0.89121,0.89427,EUR,USD
2019-12-22,0.8979,0.90322,0.895,0.90254,EUR,USD
2019-12-15,0.90379,0.90387,0.8939,0.89892,EUR,USD
2019-12-08,0.90285,0.90561,0.89981,0.90425,EUR,USD
2019-12-01,0.9081,0.91051,0.90178,0.90752,EUR,USD
2019-11-24,0.90316,0.90858,0.90119,0.90723,EUR,USD
2019-11-17,0.90622,0.90985,0.90163,0.90456,EUR,USD
2019-11-10,0.89861,0.90767,0.89775,0.90724,EUR,USD
2019-11-03,0.9007,0.90293,0.89469,0.89553,EUR,USD
2019-10-27,0.8967,0.90276,0.8956,0.90218,EUR,USD
2019-10-20,0.90696,0.90969,0.8944,0.8964,EUR,USD
2019-10-13,0.91135,0.91352,0.904,0.90662,EUR,USD
2019-10-06,0.9175,0.91899,0.909,0.9102,EUR,USD
2019-09-29,0.90961,0.91847,0.9075,0.91385,EUR,USD
2019-09-22,0.90876,0.91172,0.9027,0.90752,EUR,USD
2019-09-15,0.9052,0.91495,0.90016,0.90225,EUR,USD
2019-09-08,0.9118,0.91488,0.9023,0.90739,EUR,USD
2019-09-01,0.90081,0.91251,0.8994,0.90977,EUR,USD
2019-08-25,0.90232,0.90473,0.89666,0.89742,EUR,USD
2019-08-18,0.8914,0.90355,0.89061,0.9014,EUR,USD
2019-08-11,0.88947,0.89579,0.88891,0.89218,EUR,USD
2019-08-04,0.89749,0.90682,0.8929,0.90025,EUR,USD
2019-07-28,0.89246,0.90059,0.892,0.8983,EUR,USD
2019-07-21,0.88803,0.89277,0.8872,0.8914,EUR,USD
2019-07-14,0.89168,0.89323,0.8859,0.88715,EUR,USD
2019-07-07,0.88597,0.8922,0.88331,0.89068,EUR,USD
2019-06-30,0.87718,0.88451,0.87612,0.8799,EUR,USD
2019-06-23,0.8907,0.89427,0.8771,0.87837,EUR,USD
2019-06-16,0.88352,0.89243,0.8816,0.8915,EUR,USD
2019-06-09,0.88924,0.89096,0.8812,0.88338,EUR,USD
2019-06-02,0.89337,0.8994,0.89198,0.89493,EUR,USD
2019-05-26,0.8953,0.90013,0.8914,0.89209,EUR,USD
2019-05-19,0.89028,0.89676,0.8892,0.89563,EUR,USD
2019-05-12,0.8925,0.8948,0.88783,0.88996,EUR,USD
2019-05-05,0.89412,0.89756,0.88889,0.89399,EUR,USD
2019-04-28,0.88819,0.89914,0.888,0.89684,EUR,USD
2019-04-21,0.88461,0.89023,0.8831,0.88932,EUR,USD
2019-04-14,0.88838,0.89039,0.883,0.88456,EUR,USD
2019-04-07,0.89238,0.89409,0.88699,0.8913,EUR,USD
2019-03-31,0.88382,0.89207,0.8827,0.89096,EUR,USD
2019-03-24,0.88218,0.88687,0.87413,0.88528,EUR,USD
2019-03-17,0.88819,0.8901,0.8803,0.88341,EUR,USD
2019-03-10,0.88197,0.89397,0.8819,0.89028,EUR,USD
2019-03-03,0.8798,0.88413,0.8755,0.87905,EUR,USD
2019-02-24,0.88401,0.88676,0.87954,0.88166,EUR,USD
2019-02-17,0.8865,0.89008,0.8815,0.88511,EUR,USD
2019-02-10,0.87445,0.88704,0.8739,0.88306,EUR,USD
2019-02-03,0.87491,0.87653,0.86853,0.87296,EUR,USD
2019-01-27,0.87954,0.8845,0.8737,0.87619,EUR,USD
2019-01-20,0.8716,0.88073,0.8702,0.87985,EUR,USD
2019-01-13,0.87113,0.8753,0.8642,0.87259,EUR,USD
2019-01-06,0.87,0.8836,0.8658,0.87639,EUR,USD
2018-12-30,0.8768,0.88035,0.8716,0.87413,EUR,USD
2018-12-23,0.88106,0.88194,0.87071,0.87929,EUR,USD
2018-12-16,0.88067,0.88725,0.87724,0.88449,EUR,USD
2018-12-09,0.8806,0.88378,0.8737,0.87712,EUR,USD
2018-12-02,0.88228,0.88749,0.87708,0.88166,EUR,USD
2018-11-25,0.873,0.88282,0.87163,0.88204,EUR,USD
2018-11-18,0.89094,0.89101,0.87238,0.87612,EUR,USD
2018-11-11,0.87653,0.88955,0.86957,0.883,EUR,USD
2018-11-04,0.87911,0.88404,0.87295,0.87738,EUR,USD
2018-10-28,0.87224,0.88213,0.87034,0.87729,EUR,USD
2018-10-21,0.86331,0.87461,0.86058,0.86885,EUR,USD
2018-10-14,0.86997,0.87464,0.86136,0.8657,EUR,USD
2018-10-07,0.86374,0.87253,0.86257,0.86786,EUR,USD
2018-09-30,0.85083,0.86467,0.848,0.86167,EUR,USD
2018-09-23,0.85696,0.85812,0.84638,0.85099,EUR,USD
2018-09-16,0.86256,0.86454,0.85315,0.85992,EUR,USD
2018-09-09,0.8611,0.86748,0.85791,0.86497,EUR,USD
2018-09-02,0.85591,0.86274,0.8523,0.86199,EUR,USD
2018-08-26,0.87039,0.87058,0.8561,0.85845,EUR,USD
2018-08-19,0.87731,0.88478,0.87341,0.8743,EUR,USD
2018-08-12,0.86524,0.87982,0.8599,0.8776,EUR,USD
2018-08-05,0.85407,0.86723,0.8512,0.86488,EUR,USD
2018-07-29,0.8548,0.86031,0.85156,0.8576,EUR,USD
2018-07-22,0.85393,0.86386,0.851,0.85165,EUR,USD
2018-07-15,0.85052,0.86099,0.85013,0.85623,EUR,USD
2018-07-08,0.85905,0.86039,0.84812,0.8509,EUR,USD
2018-07-01,0.85457,0.86745,0.8532,0.85627,EUR,USD
2018-06-24,0.85984,0.8685,0.8547,0.85753,EUR,USD
2018-06-17,0.84938,0.86615,0.84448,0.86237,EUR,USD
2018-06-10,0.85457,0.85798,0.84452,0.84861,EUR,USD
2018-06-03,0.86003,0.86848,0.85148,0.857,EUR,USD
2018-05-27,0.84826,0.86144,0.84544,0.85551,EUR,USD
2018-05-20,0.83808,0.85334,0.8375,0.84986,EUR,USD
2018-05-13,0.83804,0.84577,0.83354,0.83667,EUR,USD
2018-05-06,0.8276,0.84037,0.8275,0.83647,EUR,USD
2018-04-29,0.81892,0.82946,0.81725,0.82489,EUR,USD
2018-04-22,0.80745,0.81885,0.80548,0.81477,EUR,USD
2018-04-15,0.81154,0.81298,0.80684,0.81086,EUR,USD
2018-04-08,0.81345,0.81846,0.81057,0.8149,EUR,USD
2018-04-01,0.80289,0.81408,0.8014,0.81207,EUR,USD
2018-03-25,0.8105,0.81653,0.80328,0.80943,EUR,USD
2018-03-18,0.81046,0.81563,0.8054,0.81428,EUR,USD
2018-03-11,0.81052,0.81463,0.80355,0.81243,EUR,USD
2018-03-04,0.81195,0.8225,0.80983,0.81199,EUR,USD
2018-02-25,0.80651,0.81555,0.80586,0.81386,EUR,USD
2018-02-18,0.81293,0.81443,0.7963,0.80568,EUR,USD
2018-02-11,0.80852,0.81856,0.8046,0.81614,EUR,USD
2018-02-04,0.80764,0.81058,0.79885,0.80341,EUR,USD
2018-01-28,0.81584,0.81809,0.79809,0.80463,EUR,USD
2018-01-21,0.815,0.82135,0.81159,0.81596,EUR,USD
2018-01-14,0.83545,0.83907,0.81307,0.82019,EUR,USD
2018-01-07,0.83258,0.83614,0.827,0.83074,EUR,USD
2017-12-31,0.84237,0.84406,0.83175,0.83299,EUR,USD
2017-12-24,0.84869,0.84911,0.84025,0.84345,EUR,USD
2017-12-17,0.8491,0.85332,0.84318,0.85153,EUR,USD
2017-12-10,0.84256,0.85238,0.8418,0.84962,EUR,USD
2017-12-03,0.84005,0.84638,0.83753,0.84318,EUR,USD
2017-11-26,0.85188,0.85357,0.83609,0.83847,EUR,USD
2017-11-19,0.85727,0.85739,0.84321,0.85238,EUR,USD
2017-11-12,0.86119,0.86536,0.85652,0.85755,EUR,USD
2017-11-05,0.85838,0.86335,0.85563,0.86096,EUR,USD
2017-10-29,0.85068,0.86386,0.84491,0.86173,EUR,USD
2017-10-22,0.84781,0.85235,0.84331,0.8508,EUR,USD
2017-10-15,0.85165,0.85165,0.8417,0.84645,EUR,USD
2017-10-08,0.85228,0.8568,0.84841,0.85161,EUR,USD
2017-10-01,0.84348,0.8533,0.8429,0.84693,EUR,USD
2017-09-24,0.836,0.84375,0.832,0.83842,EUR,USD
2017-09-17,0.83622,0.84419,0.83361,0.83772,EUR,USD
2017-09-10,0.84073,0.84243,0.8269,0.83211,EUR,USD
2017-09-03,0.83576,0.84571,0.82871,0.84155,EUR,USD
2017-08-27,0.84661,0.85153,0.835,0.83669,EUR,USD
2017-08-20,0.84911,0.85712,0.84569,0.85061,EUR,USD
2017-08-13,0.84744,0.85526,0.84459,0.84563,EUR,USD
2017-08-06,0.84577,0.85201,0.8407,0.84901,EUR,USD
2017-07-30,0.85919,0.8609,0.84569,0.85126,EUR,USD
2017-07-23,0.87158,0.87166,0.85604,0.85604,EUR,USD
2017-07-16,0.8791,0.88378,0.87025,0.87143,EUR,USD
2017-07-02,0.8944,0.89441,0.87374,0.87542,EUR,USD
2017-06-25,0.89729,0.89921,0.89137,0.89295,EUR,USD
2017-06-18,0.89293,0.89818,0.88534,0.8922,EUR,USD
2017-06-11,0.88824,0.89543,0.88653,0.8927,EUR,USD
2017-06-04,0.89852,0.90003,0.88641,0.88646,EUR,USD
2017-05-28,0.88991,0.89582,0.88757,0.89477,EUR,USD
2017-05-21,0.91069,0.91078,0.88784,0.89247,EUR,USD
2017-05-14,0.91514,0.92251,0.90992,0.91514,EUR,USD
2017-05-07,0.91662,0.91943,0.9091,0.91198,EUR,USD
2017-04-30,0.92016,0.92149,0.91318,0.9168,EUR,USD
2017-04-23,0.93951,0.94003,0.91929,0.91963,EUR,USD
2017-04-16,0.94359,0.94525,0.9365,0.94246,EUR,USD
2017-04-09,0.93719,0.94604,0.93553,0.945,EUR,USD
2017-04-02,0.92058,0.93952,0.9196,0.93731,EUR,USD
2017-03-26,0.93138,0.93138,0.91702,0.9217,EUR,USD
2017-03-19,0.93879,0.94246,0.92739,0.93084,EUR,USD
2017-03-12,0.94507,0.95006,0.9332,0.93545,EUR,USD
2017-03-05,0.94493,0.95234,0.94002,0.94158,EUR,USD
2017-02-26,0.94248,0.95267,0.94179,0.94762,EUR,USD
2017-02-19,0.94347,0.95038,0.9366,0.94103,EUR,USD
2017-02-12,0.93082,0.94398,0.9308,0.94166,EUR,USD
2017-02-05,0.93396,0.9358,0.92365,0.92739,EUR,USD
2017-01-29,0.92958,0.94154,0.92826,0.93336,EUR,USD
2017-01-22,0.94305,0.94431,0.9297,0.93338,EUR,USD
2017-01-15,0.9445,0.9563,0.9358,0.94085,EUR,USD
2017-01-08,0.9561,0.9664,0.9426,0.9495,EUR,USD
2017-01-01,0.95641,0.9627,0.9442,0.94994,EUR,USD
2016-12-25,0.9611,0.9657,0.9526,0.9565,EUR,USD
2016-12-18,0.9396,0.9612,0.9375,0.95694,EUR,USD
2016-12-11,0.9295,0.9499,0.9211,0.9481,EUR,USD
2016-12-04,0.9416,0.9486,0.931,0.945,EUR,USD
2016-11-27,0.93996,0.95034,0.9359,0.9423,EUR,USD
2016-11-20,0.9305,0.9458,0.9245,0.9448,EUR,USD
